,ID,Task,Client,Area,Country,Contact,Assignee,Completion,Start date,Deadline,Budget,Transaction type,Account,Version,Available
,750,Task #751,Feest - Skiles,Directives,Rwanda,Liana24@example.org,Katrina Bauch, 28%,30.03.2022,01.07.2022,"3 532,89 €",invoice,AD9320040027942O6924B96Q,6.0.6,
,751,Task #752,Fay Group,Security,Czech Republic,Jarrett19@example.net,Gregg Emmerich, 52%,29.04.2022,09.08.2022,"3 679,47 €",invoice,MK360862Q53QB241985,1.1.5,
,752,Task #753,Zulauf - Daniel,Applications,Dominican Republic,Kirstin38@example.org,Leonard Gerlach II, 72%,07.03.2022,25.08.2022,"2 540,59 €",deposit,RO30OBODA64192047331414Z,1.4.1,
,753,Task #754,"Greenholt, Toy and Durgan",Factors,Bermuda,Alfonso_Kunze@example.net,Shelia Corwin, 28%,01.06.2022,03.09.2022,"10 645,50 €",invoice,GR540040014S2096J0D441N32Y7,8.8.8,
,754,Task #755,"Adams, Bernhard and Heidenreich",Security,Cocos (Keeling) Islands,Estrella.Frami52@example.net,Doris Doyle, 64%,31.03.2022,04.09.2022,"4 015,79 €",deposit,CY920024058058827DR58NT67N33,7.1.2,
,755,Task #756,"Sporer, Collier and Heaney",Research,Liberia,Drake.Pollich@example.org,Joy Schowalter, 68%,10.03.2022,03.07.2022,"9 355,47 €",withdrawal,DE61030022593300191453,9.6.3,
,756,Task #757,"Lebsack, Schaefer and Brekke",Communications,Uganda,Percival99@example.com,Saul Collins, 75%,14.06.2022,14.09.2022,"1 707,56 €",deposit,PK76PFFA6878480290096707,2.7.8,
,757,Task #758,"Wisoky, Borer and Hoeger",Metrics,South Georgia and the South Sandwich Islands,Shanna52@example.net,Brandon Will, 50%,22.04.2022,20.09.2022,"2 482,11 €",payment,DE21600019450080809527,7.2.5,
,758,Task #759,"Effertz, Cronin and Ratke",Accounts,Uganda,Terrill.McLaughlin@example.org,Emma Kemmer, 36%,01.05.2022,29.08.2022,"6 131,82 €",invoice,BA206903838534230270,0.8.3,
,759,Task #760,"West, Wolf and Lubowitz",Communications,Mali,Theresia_Wunsch@example.org,Ryan Pagac, 58%,25.04.2022,21.06.2022,"2 608,67 €",withdrawal,IL133184720030092704477,8.7.5,
,760,Task #761,"Hagenes, Prosacco and Olson",Program,Jamaica,Aimee75@example.net,Bob Effertz, 40%,19.04.2022,06.09.2022,"10 351,23 €",deposit,GR689120915KN040K1L4V14S66K,0.9.8,
,761,Task #762,Hodkiewicz - Aufderhar,Division,Saint Kitts and Nevis,Camylle27@example.net,Alfredo Barton, 13%,26.02.2022,17.09.2022,"5 335,65 €",payment,MR2190503425910797007673193,0.7.5,
,762,Task #763,Beer Group,Marketing,Turks and Caicos Islands,Amir_Schiller64@example.com,Maurice Baumbach, 11%,04.04.2022,17.09.2022,"2 216,88 €",deposit,LU27174MQ7P44T768430,4.1.3,
,763,Task #764,Graham Group,Paradigm,Cambodia,Jeromy.Medhurst@example.net,John Kihn, 41%,12.03.2022,18.07.2022,"10 172,78 €",payment,SK5102125004234041200257,9.2.2,
,764,Task #765,O'Keefe LLC,Data,Bahamas,Lamont.Ratke33@example.com,Ollie Smitham, 38%,22.03.2022,17.06.2022,"4 246,66 €",invoice,SA98604C995S089397690X12,7.5.7,
,765,Task #766,Runte - Langosh,Markets,French Guiana,Mya.Moore99@example.org,Ian Kohler, 33%,03.06.2022,14.09.2022,"8 558,22 €",deposit,IE5742F795383920040470,3.1.6,
,766,Task #767,Langosh - Hegmann,Quality,Cape Verde,Maggie.Stamm19@example.net,Gladys Harber IV, 83%,02.06.2022,24.06.2022,"3 203,74 €",withdrawal,RS56441740903800903641,6.8.2,
,767,Task #768,Macejkovic - Kshlerin,Response,Panama,Dorthy_Hamill@example.com,Arthur Schmidt, 25%,30.04.2022,22.08.2022,"5 648,53 €",payment,GT432329DV6G602F244808622980,3.5.4,
,768,Task #769,"Fisher, Lang and Adams",Interactions,Guernsey,Shirley40@example.net,Ginger Halvorson, 71%,23.04.2022,30.07.2022,"5 846,46 €",payment,DK5200349004060164,9.6.9,
,769,Task #770,"Osinski, Hamill and Mayert",Communications,Macedonia,Willard_Herzog@example.com,Dr. Adam Armstrong, 87%,17.03.2022,30.07.2022,"8 474,12 €",invoice,MU67DTXB8786600102105009081JOM,0.0.3,
,770,Task #771,Becker LLC,Brand,Republic of Korea,Kendrick.Zboncak@example.org,Shirley Bernhard, 39%,22.02.2022,19.07.2022,"4 564,23 €",deposit,HR5200368419100901006,0.8.5,
,771,Task #772,O'Connell - Weissnat,Interactions,Belarus,Malika88@example.net,Raquel Kassulke, 13%,20.04.2022,29.09.2022,"10 565,38 €",invoice,CR85413024013169008417,1.6.5,
,772,Task #773,"Mills, Wilderman and Miller",Metrics,Mayotte,Lavada_Grady27@example.com,Leon Hettinger, 42%,28.03.2022,14.07.2022,"9 115,37 €",payment,BR1500582043050018606003681B7,3.8.7,
,773,Task #774,Rutherford Group,Implementation,Mozambique,Viola_Mertz55@example.com,Dana Bayer, 55%,17.04.2022,02.10.2022,"1 432,34 €",deposit,SE3628093020590601910317,9.5.7,
,774,Task #775,Hilpert Inc,Interactions,Ecuador,Juston_McLaughlin@example.org,Rodney Kassulke PhD, 45%,12.05.2022,01.07.2022,"715,73 €",invoice,HR4784068911083630073,6.0.2,
,775,Task #776,Hauck - Greenfelder,Response,Burkina Faso,Lexie86@example.com,Miss Gretchen Durgan, 75%,28.02.2022,12.07.2022,"1 146,97 €",deposit,FO9095182090298300,9.8.7,
,776,Task #777,"Olson, Parisian and Reilly",Response,Macedonia,Baylee_Monahan98@example.net,Guillermo Weber, 29%,11.03.2022,03.09.2022,"3 984,15 €",deposit,PK23SIUW5005535230010267,7.3.3,
,777,Task #778,Friesen - VonRueden,Identity,Burundi,Colten58@example.net,Shane Douglas I, 29%,01.04.2022,01.09.2022,"6 580,46 €",payment,RO02QBHF7I6414574M991700,9.4.1,
,778,Task #779,Turner Group,Integration,Madagascar,Axel3@example.org,Monica Mertz MD, 67%,01.05.2022,02.08.2022,"1 226,63 €",deposit,AT980074920059750209,4.0.9,
,779,Task #780,"Goldner, Schimmel and Barrows",Metrics,Russian Federation,Rolando.Brakus1@example.org,Tina Quigley, 65%,18.04.2022,11.09.2022,"9 189,52 €",withdrawal,BR5047004406004730085902548J9,4.8.5,
,780,Task #781,"Maggio, Abshire and Lynch",Division,Turkmenistan,Marilie.Rogahn@example.net,Angelica Hauck, 83%,20.05.2022,03.07.2022,"1 242,38 €",withdrawal,NL65ZSJW8031015031,6.2.3,
,781,Task #782,Herman LLC,Operations,Pitcairn Islands,Aileen_DuBuque@example.org,Leslie Beahan DDS, 37%,23.03.2022,07.07.2022,"1 502,75 €",withdrawal,BH13AAAP2F2C8A18391061,0.9.6,
,782,Task #783,Donnelly - Legros,Accounts,Philippines,Edgardo84@example.org,Mercedes Gerhold, 16%,03.03.2022,08.10.2022,"2 790,50 €",deposit,GR6418884882285O1PU50055150,5.2.2,
,783,Task #784,Hayes - Lind,Intranet,Norfolk Island,Mckenna97@example.com,Jacqueline Kessler, 8%,15.04.2022,12.09.2022,"9 773,49 €",invoice,CH4305581962350KS2OA9,7.6.2,
,784,Task #785,Windler and Sons,Division,Tokelau,Kaden85@example.net,Bertha Schoen, 22%,04.03.2022,08.08.2022,"6 346,83 €",withdrawal,RS25850021500721790430,1.2.4,
,785,Task #786,Satterfield - Keeling,Response,Cameroon,John15@example.net,Rogelio Watsica, 91%,18.04.2022,23.08.2022,"9 059,57 €",invoice,IL066040570877089029611,0.8.0,
,786,Task #787,Walker Group,Solutions,Sri Lanka,Saul_DuBuque85@example.org,Phil Hackett, 86%,04.04.2022,07.09.2022,"10 407,47 €",deposit,ME68620846505916433332,5.2.3,
,787,Task #788,Howell Inc,Directives,Montserrat,Amy.Feest@example.net,Gail Jones, 29%,25.05.2022,05.07.2022,"684,01 €",withdrawal,KZ851160RP598G927039,5.6.9,
,788,Task #789,Mayert - Kovacek,Communications,Slovenia,Rosanna15@example.net,Krista Borer, 48%,06.06.2022,07.08.2022,"3 112,34 €",payment,GL8373488393009826,9.4.4,
,789,Task #790,"Hodkiewicz, Kautzer and Jacobs",Brand,Norway,Megane.Homenick@example.com,Danny Herzog, 65%,25.05.2022,28.07.2022,"1 179,25 €",payment,VG667H050032600630033759,8.9.4,
,790,Task #791,Wolff - Donnelly,Interactions,Afghanistan,Marco.Stark23@example.com,Johanna Will, 19%,12.03.2022,01.07.2022,"9 899,47 €",deposit,DK3408670044502733,6.9.7,
,791,Task #792,"Reichel, Koelpin and Howe",Accounts,Swaziland,Effie_Veum@example.net,Sara Lebsack DDS, 24%,03.06.2022,19.07.2022,"6 793,35 €",payment,HR4361005053509390682,6.4.3,
,792,Task #793,Fay and Sons,Paradigm,Nepal,Immanuel.Kuvalis14@example.net,Ruby Quigley, 22%,30.04.2022,19.06.2022,"2 648,14 €",deposit,PK79BDUC0070087070090090,6.4.7,
,793,Task #794,Pfeffer - Parisian,Markets,Singapore,Otho.Nikolaus84@example.com,Erik Kutch, 48%,14.05.2022,02.10.2022,"3 477,72 €",withdrawal,AD3265000019385526J5862X,8.1.6,
,794,Task #795,Schimmel Inc,Creative,Bangladesh,Rosalyn_Murphy91@example.org,Molly Ferry, 22%,10.03.2022,03.08.2022,"2 475,32 €",payment,CR59217580360904062246,6.7.8,
,795,Task #796,"Morar, Reynolds and Keebler",Assurance,Angola,Scot12@example.net,Johnnie Hartmann, 28%,29.03.2022,29.06.2022,"7 661,00 €",deposit,BR4407670020114515003050456GU,8.9.9,
,796,Task #797,Cronin Group,Marketing,United Kingdom,Beaulah13@example.com,Lewis Rosenbaum, 55%,18.03.2022,23.07.2022,"3 703,10 €",payment,MD6983G5424R0795T2489128,9.2.1,
,797,Task #798,"Smitham, Nicolas and Willms",Configuration,Argentina,Briana_Smith@example.net,Mr. Simon Turner, 74%,02.05.2022,24.08.2022,"4 827,09 €",deposit,FR319040042006348A0G2107429,9.3.2,
,798,Task #799,Breitenberg - Abbott,Configuration,Saint Barthelemy,Kelli94@example.com,Mr. Rufus Johns, 89%,27.04.2022,17.07.2022,"6 503,94 €",payment,TR489178081075004201509073,6.6.6,
,799,Task #800,Schmitt LLC,Usability,Barbados,Ardith19@example.org,Jane Connelly, 23%,06.05.2022,03.10.2022,"10 604,03 €",deposit,MC88061005703520V05816C1I29,5.6.9,
,800,Task #801,Stroman - Parisian,Quality,Bangladesh,Angelica12@example.net,Clarence Quigley, 8%,27.05.2022,20.08.2022,"3 507,17 €",invoice,CZ1090101203438521019418,4.9.9,
,801,Task #802,"Skiles, Effertz and Fay",Intranet,Afghanistan,Isabella78@example.org,Olive Mills, 63%,24.04.2022,09.08.2022,"2 490,52 €",payment,SM71N050078408226S269748575,3.7.1,
,802,Task #803,"McCullough, Swaniawski and Flatley",Metrics,Qatar,Raymundo_Gutkowski98@example.com,Dustin Upton, 91%,05.06.2022,18.06.2022,"7 454,37 €",withdrawal,DK4328244100220051,2.5.4,
,803,Task #804,"O'Reilly, Schuppe and Paucek",Branding,Saint Kitts and Nevis,Sabina24@example.org,Anna Hane, 26%,24.03.2022,26.09.2022,"9 708,27 €",deposit,PL21018700397559208600707894,9.7.0,
,804,Task #805,"Abbott, Turcotte and Cassin",Usability,Liberia,Mozelle45@example.net,Christian Barrows, 41%,12.06.2022,02.08.2022,"7 869,00 €",withdrawal,LB0900732G7F1262099036196P18,7.3.7,
,805,Task #806,Grady Group,Response,San Marino,Tyson.Gislason12@example.net,Gwendolyn Conn, 51%,30.03.2022,04.07.2022,"2 615,41 €",payment,NL03JTFA0715927779,3.3.8,
,806,Task #807,"Batz, Bechtelar and Jacobi",Assurance,Tajikistan,Daphney.Koelpin@example.org,Richard Rohan, 17%,01.06.2022,26.07.2022,"5 827,01 €",invoice,LI56109108D2366969740,5.1.3,
,807,Task #808,"Vandervort, Doyle and Hegmann",Web,Macao,Odell_Jenkins94@example.org,Terry Anderson, 95%,01.05.2022,10.07.2022,"5 144,97 €",deposit,MK3777848E714B3PU73,6.7.6,
,808,Task #809,Boyle - Vandervort,Program,Tokelau,Beverly41@example.org,Bethany Tillman, 82%,29.04.2022,16.08.2022,"1 959,68 €",invoice,AT698997729843400390,2.7.2,
,809,Task #810,Franecki - Huels,Applications,Burkina Faso,Timothy.Jenkins56@example.net,Lucia Hermann, 60%,05.05.2022,09.09.2022,"6 576,75 €",invoice,JO52HTGP3010507369900700100840,0.6.3,
,810,Task #811,Hyatt LLC,Mobility,Tanzania,Tyshawn_Leuschke84@example.org,Kirk Weimann, 45%,20.03.2022,09.10.2022,"2 403,22 €",invoice,IE44LYIT00779880708179,9.2.1,
,811,Task #812,Gerlach and Sons,Assurance,Maldives,Darlene_Jaskolski34@example.com,Carolyn Watsica Jr., 60%,15.03.2022,14.08.2022,"10 632,24 €",withdrawal,SE7045257013286943931073,3.1.1,
,812,Task #813,Shields - Moen,Implementation,Antigua and Barbuda,Laurianne.Swaniawski@example.org,Jamie Dach IV, 7%,02.05.2022,23.07.2022,"1 726,32 €",payment,BG08XZYC794020Y6105483,9.8.5,
,813,Task #814,Rosenbaum Inc,Usability,Cuba,Kevon_Schuppe29@example.org,Arturo Larkin, 15%,18.05.2022,23.08.2022,"3 886,61 €",deposit,IS393405929430300720608183,8.5.1,
,814,Task #815,Kohler and Sons,Branding,Guatemala,Bobbie_Bogan25@example.com,Miriam Graham, 26%,17.05.2022,11.09.2022,"10 536,01 €",withdrawal,ME92039497600904002460,0.6.5,
,815,Task #816,Donnelly - Kozey,Operations,Lesotho,Buford.Huel49@example.com,Angelo Raynor, 35%,10.03.2022,06.07.2022,"4 737,25 €",withdrawal,JO90TOFE0094428100800200891166,4.5.7,
,816,Task #817,"Bergnaum, Stokes and Langworth",Security,Turkey,Clair_Skiles95@example.net,Howard Gottlieb, 39%,29.05.2022,27.06.2022,"4 523,47 €",payment,HU52336370023210012662391095,2.8.8,
,817,Task #818,McKenzie - Leffler,Division,Bhutan,Icie.Herzog81@example.org,Lorena Hammes, 62%,12.03.2022,23.06.2022,"2 460,87 €",withdrawal,BE14606900410843,5.2.5,
,818,Task #819,Gulgowski - Pfannerstill,Data,Macedonia,Concepcion.Goyette@example.net,Misty Rowe, 3%,27.04.2022,13.09.2022,"3 509,93 €",invoice,BH20TBST1F889655W24047,3.7.5,
,819,Task #820,Aufderhar - Auer,Interactions,Dominica,Dalton_Johnston16@example.org,Emilio Wiegand, 5%,23.03.2022,01.09.2022,"4 646,64 €",invoice,LU260021314539305809,7.3.5,
,820,Task #821,Gulgowski - Kub,Brand,United Kingdom,Krystina_Doyle37@example.com,Eddie Hoeger I, 57%,10.05.2022,30.06.2022,"6 544,37 €",invoice,AT810060500817005501,7.4.4,
,821,Task #822,"Langworth, Kihn and Wolff",Web,Sierra Leone,Tiffany_Zboncak48@example.org,Hannah Gaylord, 78%,26.02.2022,04.07.2022,"3 613,73 €",payment,ME13007040871967306123,9.2.2,
,822,Task #823,Steuber - Heaney,Accounts,Seychelles,Sunny.Veum@example.com,Ramona King, 80%,10.03.2022,27.06.2022,"9 389,57 €",invoice,PL75760042394036062340019108,6.3.8,
,823,Task #824,"Little, Dibbert and Bahringer",Functionality,Montserrat,Abner.Hudson85@example.net,Sam Casper, 82%,24.04.2022,15.08.2022,"6 014,40 €",deposit,HR8311006154600806378,9.7.7,
,824,Task #825,Ratke Inc,Mobility,Costa Rica,Kathryne_Vandervort@example.org,Jerald Gleichner, 93%,16.03.2022,04.08.2022,"8 820,04 €",deposit,CR80579908850008171055,6.5.0,
,825,Task #826,Hansen - Abbott,Security,Iraq,Lauriane_Wyman95@example.com,Lauren Murazik, 57%,15.06.2022,18.06.2022,"6 038,61 €",payment,HR5404204740909017201,5.9.7,
,826,Task #827,Pouros LLC,Web,Iraq,Euna11@example.org,Eula Gusikowski, 22%,23.02.2022,20.06.2022,"7 571,63 €",deposit,BR2747200605007604635700514PM,9.7.8,
,827,Task #828,Graham - Gorczany,Interactions,Cuba,Angela73@example.org,Kerry Ebert, 57%,05.06.2022,20.07.2022,"2 102,55 €",payment,GB41KORI48010001051511,8.1.3,
,828,Task #829,Fay - Adams,Usability,Mongolia,Jaquelin.Grimes74@example.com,Courtney Batz, 57%,24.05.2022,15.09.2022,"9 660,70 €",deposit,VG9396633849252093988009,8.2.8,
,829,Task #830,Dietrich - Cronin,Paradigm,Dominican Republic,Jakob_Price@example.com,Gertrude Purdy, 70%,11.06.2022,13.07.2022,"9 928,69 €",payment,LU790463407C05898NZ1,6.9.4,
,830,Task #831,Heidenreich Group,Intranet,Reunion,Carolyn.Cremin@example.com,Ann Bailey, 15%,30.04.2022,31.07.2022,"2 738,37 €",payment,PL13110120017602750800300373,7.5.7,
,831,Task #832,"Ryan, Ankunding and Stokes",Interactions,Monaco,Brayan70@example.com,Neal Hauck, 34%,08.06.2022,30.06.2022,"9 575,60 €",invoice,SM78U0033006003000237754L97,1.4.7,
,832,Task #833,"Predovic, Kassulke and Hagenes",Marketing,Tokelau,Tomasa7@example.net,Eddie Emmerich, 19%,14.03.2022,21.06.2022,"1 438,41 €",payment,MT96GEEU0950602Y497414903030377,9.1.8,
,833,Task #834,Wiegand Inc,Assurance,Dominica,Devon.Kuhn77@example.com,Jennie Johnson, 69%,15.03.2022,16.09.2022,"6 353,17 €",deposit,DO18XKMB30466354505700401752,5.0.2,
,834,Task #835,Torphy Group,Assurance,Canada,Loma_Bogisich@example.org,Marshall Spinka, 10%,29.03.2022,16.09.2022,"7 973,05 €",invoice,FO9405258008907250,6.1.0,
,835,Task #836,Bechtelar LLC,Accountability,Cambodia,Hannah2@example.net,Betsy Paucek, 95%,01.03.2022,01.07.2022,"1 457,45 €",deposit,NL36VUUR3003700748,3.7.0,
,836,Task #837,"Christiansen, Hyatt and Schmidt",Solutions,Malawi,Duncan_Weimann@example.net,Mrs. Elvira Kulas, 96%,01.04.2022,31.08.2022,"1 975,18 €",deposit,GT17G3929ZC52HQN2183232F0955,1.2.7,
,837,Task #838,Bartoletti and Sons,Web,Cape Verde,Hertha.Kovacek@example.com,Carmen McGlynn, 97%,18.04.2022,13.09.2022,"3 846,84 €",withdrawal,DO02FIDH03400102092532203085,1.6.4,
,838,Task #839,Jacobi LLC,Applications,Uganda,Geovany97@example.org,Faye Walter Sr., 52%,09.04.2022,03.10.2022,"10 872,22 €",withdrawal,LT090045310301600785,9.1.5,
,839,Task #840,MacGyver and Sons,Research,Malaysia,Whitney.Hettinger@example.org,Marcia Cummerata, 22%,05.03.2022,07.07.2022,"8 995,73 €",payment,DK3201211781004514,4.9.3,
,840,Task #841,"Wilkinson, Nikolaus and Johns",Applications,Malaysia,Flossie_Hoppe36@example.com,Joy Kuvalis, 68%,05.06.2022,20.08.2022,"6 840,82 €",payment,FO4445535700297309,9.9.5,
,841,Task #842,Rolfson and Sons,Metrics,Jamaica,Ivory50@example.com,Rolando Grimes I, 25%,09.06.2022,30.06.2022,"10 231,05 €",deposit,GL3960870100177008,5.6.2,
,842,Task #843,"Maggio, O'Connell and Wilkinson",Program,Djibouti,Fred_Wiza@example.net,Mr. Nancy Labadie, 76%,24.02.2022,21.06.2022,"4 269,93 €",payment,AT429383203003605567,6.4.8,
,843,Task #844,Rogahn Group,Quality,Latvia,Judy.Streich47@example.com,Howard Leuschke, 29%,10.03.2022,23.07.2022,"3 525,10 €",deposit,MR8777610605943140050098004,5.2.5,
,844,Task #845,"Larson, Mohr and Franey",Integration,Burundi,Aron45@example.org,Diane Koepp, 57%,13.06.2022,26.09.2022,"9 980,20 €",deposit,XK641932003306633115,3.8.7,
,845,Task #846,Wilkinson LLC,Creative,Nauru,Reba3@example.net,Marsha Stamm, 98%,24.05.2022,24.06.2022,"7 985,28 €",withdrawal,NO6130740074166,6.4.3,
,846,Task #847,Grimes - Durgan,Program,Mauritania,Lucinda99@example.com,Horace Wilderman, 38%,21.03.2022,30.08.2022,"627,60 €",deposit,LV57QUAX78028095NH04N,5.6.7,
,847,Task #848,"Hayes, Torp and Pfeffer",Security,Belgium,Lavonne60@example.org,Camille Dooley, 70%,05.03.2022,01.09.2022,"8 464,88 €",invoice,MU08BGPX0401005650160030625FSM,6.7.2,
,848,Task #849,Kassulke and Sons,Marketing,Mayotte,Kris.Walter@example.com,Doug Kling, 88%,21.03.2022,13.07.2022,"9 059,60 €",payment,GR686030185571UYC09O97057U2,0.2.6,
,849,Task #850,"Feil, Cassin and Pollich",Markets,Austria,Sheldon64@example.org,Jamie Kuhic DVM, 64%,02.06.2022,02.07.2022,"10 150,04 €",deposit,TL166485004468111098124,2.6.1,
,850,Task #851,Mertz LLC,Communications,Chile,Keegan_Hermiston@example.com,Dr. Gertrude Schmitt, 41%,05.03.2022,08.08.2022,"6 554,57 €",payment,NO8254370541578,4.5.1,
,851,Task #852,"Boyer, Champlin and Ledner",Identity,El Salvador,Kristian_Marquardt13@example.net,Kelly Howe, 35%,07.05.2022,05.08.2022,"5 767,18 €",payment,PS45J594130028460944852171018,3.7.2,
,852,Task #853,"Berge, Mosciski and Fritsch",Accountability,Bangladesh,Keaton4@example.org,Roxanne Lockman, 22%,25.02.2022,26.08.2022,"2 239,13 €",deposit,DO33DIUC24011651201600628657,5.1.0,
,853,Task #854,Hegmann - Cummerata,Integration,Mali,Billy.Witting35@example.net,Jennifer Pfeffer, 80%,13.03.2022,21.07.2022,"10 176,49 €",withdrawal,NO4109361006418,5.8.9,
,854,Task #855,Willms - Zboncak,Interactions,Northern Mariana Islands,Bernhard26@example.org,Darlene Schowalter, 51%,23.04.2022,29.06.2022,"2 689,67 €",invoice,PK65AWPO9200308500271590,7.9.0,
,855,Task #856,Hermiston Group,Metrics,Monaco,Carolyn.Sporer@example.org,Dwight Macejkovic, 95%,14.03.2022,30.06.2022,"2 412,60 €",invoice,AT899004210365730059,1.6.3,
,856,Task #857,"Spencer, Wiza and Langosh",Accountability,Equatorial Guinea,Jayne34@example.org,Celia O'Kon, 6%,29.03.2022,18.09.2022,"7 217,91 €",payment,HU48704955620030208030300356,6.9.0,
,857,Task #858,"Schmitt, Prosacco and Dietrich",Program,Croatia,Kade30@example.net,Karl Sporer, 97%,02.05.2022,23.06.2022,"1 457,90 €",invoice,RO05EWAT9235AZH24135CT7A,0.4.9,
,858,Task #859,Prosacco - Klein,Metrics,Martinique,Ernestine_Quitzon39@example.com,Miss Hattie Koepp, 36%,16.05.2022,13.09.2022,"9 493,19 €",payment,HU50680080910050600700532316,5.0.3,
,859,Task #860,"Heathcote, Lesch and Keebler",Paradigm,Albania,Breana_Balistreri@example.org,Gwen Jacobson, 63%,14.05.2022,16.09.2022,"1 299,29 €",payment,ME53558312190004563028,8.5.7,
,860,Task #861,"Rohan, Koepp and Will",Quality,Mozambique,Summer83@example.org,Shannon Hammes, 19%,04.03.2022,19.08.2022,"975,09 €",deposit,VG162M789410260082391057,5.8.3,
,861,Task #862,Klein and Sons,Configuration,Lithuania,Amari83@example.com,Lowell Glover Jr., 94%,26.02.2022,15.08.2022,"5 764,25 €",invoice,MR0460730513462341505706558,9.9.4,
,862,Task #863,"Aufderhar, Baumbach and Bechtelar",Program,Belize,Zoey_Bailey98@example.com,Mr. Jana Cartwright, 69%,22.02.2022,04.07.2022,"7 076,57 €",withdrawal,BE93021060760063,2.6.0,
,863,Task #864,"Hyatt, Davis and Hintz",Tactics,Slovenia,Amanda82@example.org,Betsy Wolff, 40%,08.05.2022,30.06.2022,"5 085,01 €",invoice,LU193143403376442986,2.8.9,
,864,Task #865,"Hyatt, Strosin and Rowe",Tactics,Central African Republic,Alek.Cronin84@example.com,Geoffrey Wintheiser, 63%,21.04.2022,17.06.2022,"9 794,43 €",deposit,ES4776035330020268708373,6.8.7,
,865,Task #866,Gutmann and Sons,Intranet,Tunisia,Rosemary.Zulauf94@example.com,Conrad Abshire, 1%,15.04.2022,14.09.2022,"10 562,79 €",invoice,BR7208956833470627800911612R1,0.7.3,
,866,Task #867,Beer - Steuber,Paradigm,Libyan Arab Jamahiriya,Cecile99@example.org,Shawna Deckow, 71%,15.05.2022,10.09.2022,"3 321,76 €",deposit,KW51FDBS65T5E372RV1327324600B9,3.1.6,
,867,Task #868,Barton - Crona,Paradigm,Venezuela,Conner.Brekke@example.org,Christina Corwin, 14%,04.03.2022,25.09.2022,"5 145,12 €",deposit,SK1110574021310400704410,0.0.9,
,868,Task #869,"Tromp, Wiegand and Sporer",Tactics,Bahamas,Remington83@example.net,Leonard Mayert, 49%,31.03.2022,24.08.2022,"9 106,25 €",payment,XK860507037101000733,6.3.4,
,869,Task #870,Erdman - Larkin,Mobility,Dominican Republic,Letha.Little@example.org,Meredith Nader, 23%,16.04.2022,13.08.2022,"1 335,55 €",payment,BH82DIMFC884N7988Q4918,7.0.5,
,870,Task #871,"Bogisich, Block and Spinka",Division,Oman,Chase69@example.net,April Gibson, 70%,05.06.2022,14.08.2022,"9 363,52 €",payment,PL85701600680084509856662456,2.5.8,
,871,Task #872,"Ratke, Deckow and McClure",Directives,Congo,Jeramie.Conroy@example.org,Sabrina Pagac, 47%,19.05.2022,06.10.2022,"10 192,32 €",invoice,PL54724017039006200229004698,3.5.5,
,872,Task #873,Klocko LLC,Tactics,Ukraine,Rachelle5@example.net,Julio Borer Jr., 88%,24.02.2022,24.06.2022,"8 091,41 €",withdrawal,IT95Y5007201006RG6005C7VP57,2.7.2,
,873,Task #874,"Kerluke, Oberbrunner and Fritsch",Division,Austria,Litzy_Doyle@example.com,Janice Ziemann, 29%,19.03.2022,15.09.2022,"9 875,65 €",withdrawal,NO1900010060053,9.7.9,
,874,Task #875,Bauch - Stark,Functionality,Philippines,Gabe.Goodwin@example.org,Ross Windler, 3%,25.02.2022,22.06.2022,"10 772,94 €",payment,IS957409357005990480084404,5.8.5,
,875,Task #876,O'Hara Inc,Infrastructure,Seychelles,Nico.Quitzon29@example.org,Irvin Grant, 75%,24.02.2022,13.09.2022,"1 320,05 €",deposit,DK2720023802850372,9.4.7,
,876,Task #877,McLaughlin Inc,Security,French Southern Territories,Josh.Ratke90@example.com,Ms. Jody Dooley, 54%,14.03.2022,20.08.2022,"2 954,42 €",invoice,EE273938923903380068,5.2.3,
,877,Task #878,Brekke LLC,Paradigm,Cote d'Ivoire,Name.Schulist@example.net,Eduardo Roberts, 53%,03.03.2022,27.06.2022,"2 631,35 €",payment,DE45550064918007905443,3.5.5,
,878,Task #879,Kreiger Inc,Optimization,Indonesia,Vada_Murazik@example.org,Shirley Wilderman, 35%,26.05.2022,27.06.2022,"5 130,33 €",invoice,DO70ERRY20895632142031903700,4.7.8,
,879,Task #880,"Torp, Rowe and Marvin",Factors,Vietnam,Troy80@example.net,Terrell Altenwerth, 57%,11.03.2022,30.08.2022,"7 298,33 €",payment,AT463032104967620635,1.2.1,
,880,Task #881,Veum - Thiel,Division,Falkland Islands (Malvinas),Kitty20@example.com,Raymond Bednar Jr., 8%,03.05.2022,30.06.2022,"3 850,97 €",withdrawal,MK54476CK8451S7N364,8.5.8,
,881,Task #882,"Wilderman, Berge and Dach",Operations,Tuvalu,Megane.Hessel@example.net,Leo Kunze, 65%,23.04.2022,05.07.2022,"9 118,71 €",deposit,IL069080815929057500166,1.0.7,
,882,Task #883,Erdman and Sons,Web,"Virgin Islands, U.S.",Alexandrine_Berge52@example.org,Chris Kreiger, 74%,09.05.2022,13.08.2022,"6 897,14 €",deposit,SM06W8300481005A1DU4R64X767,3.5.7,
,883,Task #884,Denesik - Stanton,Research,Argentina,Jeremy_Koelpin@example.com,Clay Conroy, 75%,30.05.2022,26.09.2022,"9 052,47 €",withdrawal,GL1609963737094039,2.7.5,
